channelId,title,channelTitle,publishedAt
"UCR-hohVc5y6wdrFc99Lk1_Q","Terlibat Kasus Narkoba, Nia Ramadhani Diadukan Sopirnya #LIM 08/07","Lintas iNews","2021-07-09T01:36:56Z"
"UCdOovgmIPfj9a-o3VP5i2_g","Dimarahi Polisi, Penjual Kopi Jawab Saya Enggak Kriminal Jual Narkoba, Cuma Cari Makan","MerdekaDotCom","2021-07-13T02:02:04Z"
"UCyGa1YEx9ST66rYrJTGIKOw","All 142 UEFA EURO 2020 goals: Watch every one!!!","UEFA","2021-07-17T06:00:11Z"
"UC9rMiEjNaCSsebs31MRDCRA","Hyunjin Play With Fire (Feat. Yacht Money) (원곡 : Sam Tinnesz) | [Stray Kids : SKZ-PLAYER]","Stray Kids","2021-07-09T14:59:57Z"
"UCuVecN7VjlRh6LRBIDgj0xg","ADUH SIAPA NIH YANG CULIK AYAM NYA LAGI SATU? | TIKTOK GOOD PONSEL #SHORTS","Good Ponsel","2021-07-15T05:00:09Z"
"UCniqtXw3nZho_0HEO5IBqvg","Madison Beer - Reckless (Official Alternate Ending Video)","MadisonBeerMusicVEVO","2021-07-12T19:00:05Z"
"UCwD9E_QNwFwrQC7OnPnrg2Q","Euro 2020 final: Italy and England fans react to final penalty kick","Guardian Sport","2021-07-11T23:15:32Z"
"UCvM5NAeWfAzML4We-meb26w","BAKUL CIU VS BAKUL TUAK - FILM PENDEK","deedee ka","2021-07-10T12:00:58Z"
"UCepUWUpH45hRTi-QePdq1Bg","[ENG] [스트릿 우먼 파이터] Eat You Up + Better - YGX | 글로벌 평가","Mnet Official","2021-07-12T02:30:01Z"
"UC7Zgj5p9QOuz65oDU51Jlng","GADUH #1","Rana Films","2021-07-05T13:41:41Z"
"UCGXnDxirLuSrIHwQXWxRzeg","KIAT KECANTIKAN SERU UNTUK ANAK SEKOLAH || Tips dan Trik untuk Cewek oleh 123 GO Like!","123 GO LIKE! Indonesian","2021-07-14T10:00:21Z"
"UCiormkBf3jm6mfb7k0yPbKA","GET OVER HERE! 🤣 Imanari vs. Kim Was MADNESS","ONE Championship","2021-07-17T01:30:03Z"
"UCS_C7CIsvn69P_Avr43S71Q","🥰 New Gadgets & Versatile Utensils For Home # 266🏠Appliances, Make Up, Smart Inventions スマートアプライアン","Smart Avatar","2021-06-29T03:01:34Z"
"UCMWs0TT4Ga64c4WDEB-mfIQ","Lionel Messi Best Ever Copa America 2021","Wouva","2021-07-12T09:00:02Z"
"UC8JAMmKAkp_qcsykOw9MbmA","What does this say?","MasFace","2021-07-14T15:30:11Z"
"UC-S7cyZCojMeVopBkH6yNEw","TANTANGAN MAKANAN HITAM VS PINK || Makan Hanya 1 Warna Selama 24 Jam oleh 123 GO! CHALLENGE","123 GO! CHALLENGE Indonesian","2021-07-03T10:00:08Z"
"UCEbRSmzD8xASRlYq2OLmCrg","지금 듣기 딱 좋은💞 온유(ONEW)x이수현(Lee Suhyun)의 〈깊은 밤을 날아서〉♬ 바라던 바다 (sea of hope) 2회 | JTBC 210706 방송","JTBC Music","2021-07-06T13:14:29Z"
"UCUnVodBnteAdGONNcUpS_kw","Il ritorno degli Azzurri a Roma dopo la vittoria dell’Europeo | EURO 2020","FIGC Vivo Azzurro - Nazionale Italiana Calcio","2021-07-12T09:57:12Z"
"UCER4rvDnRBPr_ncYW4UCZjg","Warga Resah Dengan Suara Sirine, Mobil Ambulans Masuk Kampung Keputih Diminta Matikan Sirine","tvOneNews","2021-07-15T13:02:38Z"
"UC1dI4tO13ApuSX0QeX8pHng","HP lokal ga pernah sebagus ini! Review Advan GX!","GadgetIn","2021-07-17T01:00:06Z"
"UCepUWUpH45hRTi-QePdq1Bg","[ENG] [스트릿 우먼 파이터] Eat You Up + Better - 원트(WANT) | 글로벌 평가","Mnet Official","2021-07-12T02:30:08Z"
"UCqPbkJrjrsQb_RGlC_4HEgg","The Kid LAROI, Justin Bieber - Stay (Official Video)","TheKidLAROIVEVO","2021-07-09T04:00:12Z"
"UC4BfinFCS1o6t1tAsl0RVWQ","생생한 현장! 여름성수기의 통닭가공 공장과 치맥용 치킨3종(후라이드,양념,수비드통닭) /Chicken Factory and Fried Chicken","푸드킹덤 Food Kingdom","2021-07-15T10:00:21Z"
"UCyGa1YEx9ST66rYrJTGIKOw","Vote for your EURO 2020 Goal of the Tournament!!","UEFA","2021-07-13T13:18:33Z"
"UCE8bELwgAQMo5caLbV0_M6g","Woh Tera Kehna Ki Main | Dhadkan | LoveStory | KADAK MASALA","Kadak Masala","2021-07-13T14:15:00Z"
"UCZIEmkvbSV8wBVWnP4wgftA","KELAS METAFISIKA: MERUWAT DAN MENGHINDAR DARI TUMBAL","Kisah Tanah Jawa","2021-07-10T14:00:24Z"
"UCMzrwuE3rclpD7kVNxuPKtw","Akhirnya saya kena Covid Varian DELTA (Maaf saya Off dulu dari Youtube)","SuccessBefore30","2021-07-07T11:16:38Z"
"UCEHprhvK2xu0CYKcnbMshBw","ROMA ULANG TAHUN || KONTRAKAN REMPONG EPISODE 353","WARINTIL OFFICIAL","2021-07-10T03:00:14Z"
"UCmiJjv8BbzLahKpsfkQaBnA","Arief feat Tryana - Cinta Sehebat Mentari (Official Music Video)","Arief Putra","2021-07-10T02:00:15Z"
"UCNkWlcfB453o1sAWr3sFY7w","MCP SYSILIA - PASTI BALE (Official Music Video) Lagu Ambon Terbaru","MCP SYSILIA RAP MOLLUCAN LABRAK","2021-07-08T12:00:15Z"
"UCsObGXVUdSh-bHT7CdVXrrw","Lionel Messi Against All Odds - Argentina","MagicalMessi","2021-07-13T06:56:12Z"
"UCX6OQ3DkcsbYNE6H8uQQuVA","Would YOU Quit School For $100,000?","MrBeast","2021-07-10T20:00:09Z"
"UCmxAIW7RDDC88EPk4ry16Kg","Sosok Doni Salmanan Bagikan Uang di Jalanan saat PPKM, Pernah Beri Donasi Rp1 Miliar ke Reza Arap","Tribunnews.com","2021-07-16T07:32:25Z"
"UC9LQwHZoucFT94I2h6JOcjw","Inside Training: Squad returns for first full pre-season session in Austria","Liverpool FC","2021-07-13T15:30:13Z"
"UC4i_9WvfPRTuRWEaWyfKuFw","This guy is a dirtbag! Dustin Poirier on Conor McGregor after heated UFC 264 main event.","BT Sport","2021-07-11T04:43:13Z"
"UC7j8vxLne5824sNmXwkSIJA","Dara Ayu - Kumbang Kumbang (Official Music Video) | KENTRUNG","Rumah Musik Kita","2021-07-14T02:00:14Z"
"UC0Fkh072D94BNdBM2bNrz_Q","DJ TERBARU VIRAL TIKTOK 2021 CHIKA LOKA","KELUD PRODUCTION","2021-07-12T05:07:06Z"
"UC9KhB07HSEtWISy_LFWwHzw","John Mayer - Shot in the Dark (Official Video)","johnmayerVEVO","2021-07-16T04:00:10Z"
"UCYk4LJI0Pr6RBDWowMm-KUw","SEBARKAN‼️ BIG DOC VS COVID‼️ SEBELUM DI TAKEDOWN‼️ dr. Henry Suhendra - Deddy Corbuzier Podcast","Deddy Corbuzier","2021-07-13T04:21:30Z"
"UCVm75cj78njo38Izz_suQQA","【他在逆光中告白】未刪減片段：化妝間椅子吻名場面！ | Mysterious Love | KUKAN Drama","酷看獨播劇場 - KUKAN Drama Channel","2021-07-13T11:00:10Z"
"UCQgGiBlZbtuLaPTWealNLLg","GAGAL NGEMEME !! GARA-GARA VIDEO PEMERSATU BANGSA !!!","Alingga Putra","2021-07-16T16:19:02Z"
"UCKNZsAeQXpvI-Mpoc0ZKhsA","[4K] 왕소중하니까 왕크게 보는 💗왕크왕캠💗 NCT DREAM 나나💚 재민🐰 (Feat. 요정 런쥔🦊)","MBC Radio봉춘라디오","2021-07-12T09:00:01Z"
"UC8h30UMUb7emuKob0OV_6zg","Tik Tok Thời Trang Con Nhà Nghèo Sáng Tạo Cực Chất P55 - Fashion for Poor People P55 - Tik Tok China","Mina Tik Tok","2021-07-15T00:00:06Z"
"UCGkKfpUonjN2N0qMNnyWizw","Ultraman Z RTV : Kekuatan Medal Belial (Episode 7)","Ultraman Indonesia RTV","2021-07-12T10:00:24Z"
"UC_SBt2BFBkExq_azj-P5lNA","PENAMPAKAN MAKHLUK2 MITOLOGIS DI DUNIA NYATA! | #NERROR","Nessie Judge","2021-07-02T12:00:11Z"
"UCU_fuBEbZ0Wcf3ZNWEtxwzg","Nindi Dituding Jadi Perusak Rumah Tangga Olla Ramlan, Ini Faktanya Part 01- #HPS 08/07","Hotman Paris Show","2021-07-08T15:30:45Z"
"UC-inGkOwn_su3qh40RYC11A","Arief Muhammad Cari Kuli Bangunan Yang Dipecat Karena Tak Pakai Masker","TRIBUN LAMPUNG NEWS VIDEO","2021-07-12T04:21:07Z"
"UCPgLNge0xqQHWM5B5EFH9Cg","England fans mourn Euro 2020 final heartbreak after penalty shoot-out","The Telegraph","2021-07-11T23:13:16Z"
"UCE9-bV_MCGgLnH7v4HSApDg","LORD ADI SALFOK SAMA APA YANG DIUCAPKAN OLIVIA - INCHEFTIGATION","Official RCTI","2021-07-11T12:00:22Z"
